AMER_UI_Ascension_Force_TheFalcon_Title	<font color='ebc808' size='30'>The Falcon</font>
AMER_UI_Ascension_Entropy_TheFly_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Vitality Void</font> applies up to Terrified II for 1 turn.<br><font color='ebc808' size='21'>2) </font>When you critically strike an enemy afflicted with <font color="ebc808" size="20" face="Averia Serif">Withered</font>, apply up to Subjugated II for 2 turns.<br><font color='cb9780'>  »</font> +4% Damage.<br><font color='ebc808' size='21'>3) </font>+1 free Occultist reaction per round.<br><font color='cb9780'>  »</font> +1 Memory.<br><font color='ebc808' size='21'>4) </font>+11% summon Critical Chance.<br><font color='ebc808' size='21'>5) </font>Spellcaster Finesse; select node for details.<br><font color='cb9780'>  »</font> +1 Finesse.</p>
AMER_UI_Ascension_Entropy_TheFly_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Vitality Void</font> applies up to Terrified II for 1 turn.</p>
AMER_UI_Ascension_Entropy_TheFly_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you critically strike an enemy afflicted with <font color="ebc808" size="20" face="Averia Serif">Withered</font>, apply up to Subjugated II for 2 turns.<br><font color='cb9780'>»</font> +4% Damage.</p>
AMER_UI_Ascension_Entropy_TheFly_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Occultist reaction per round.<br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Entropy_TheFly_Node_4.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +11% summon Critical Chance.</p>
AMER_UI_Ascension_Entropy_TheFly_Node_4.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Aerotheurge, Geomancer, Hydrosophist, Necromancer, Pyromancer, and Summoning skills activate Finesse's AP recovery effect, but your basic attacks no longer activate this effect.<br><font color='cb9780'>»</font> +1 Finesse.</p>
AMER_UI_Ascension_Entropy_TheVulture_Title	<font color='ebc808' size='30'>The Vulture</font>
AMER_UI_Ascension_Entropy_TheVulture_Desc_A	"The Baron of Vacuities collects the lost and returns them to his kingdom."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Entropy_TheVulture_Rewards	Requires: 1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.<br>Completion grants: 2 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>, 3 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.
AMER_UI_Ascension_Entropy_TheVulture_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2% Vitality restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+5% Earth Resistance.<br><font color='ebc808' size='21'>2) </font>+5% Piercing Resistance.<br><font color='ebc808' size='21'>3) </font>+5% Poison Resistance.<br><font color='ebc808' size='21'>4) </font>+5% Water Resistance.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Earth Resistance.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Piercing Resistance.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Poison Resistance.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Water Resistance.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +3% Vitality restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Geomancer.<br><font color='ebc808' size='21'>2) </font>+1 Hydrosophist.<br><font color='ebc808' size='21'>3) </font>+1 Necromancer.<br><font color='ebc808' size='21'>4) </font>+1 Summoning.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Geomancer.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Hydrosophist.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Necromancer.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Summoning.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +4% Vitality restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Dual Wielding.<br><font color='ebc808' size='21'>2) </font>+1 Perseverance.<br><font color='ebc808' size='21'>3) </font>+1 Retribution.<br><font color='ebc808' size='21'>4) </font>+1 Two-Handed.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Dual Wielding.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Perseverance.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Retribution.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_2.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Two-Handed.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Occultist</font> reactions can be performed when an ally applies tier II or III of Subjugated or Terrified to an enemy you can see.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Predator</font> reactions can be performed when an ally perfoms an Attack of Opportunity on an enemy you can see.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Occultist</font> reactions can be performed when an ally applies tier II or III of Subjugated or Terrified to an enemy you can see.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Predator</font> reactions can be performed when an ally perfoms an Attack of Opportunity on an enemy you can see.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Occultist</font> reactions also apply up to Weakened II for 2 turns.<br><font color='cb9780'>  »</font> +1 Memory.<br><font color='ebc808' size='21'>2) </font>While performing a <font color="ebc808" size="20" face="Averia Serif">Predator</font> reaction, gain +1.5% Critical Strike per percent of target's missing Vitality, up to a maximum of +50%.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Occultist</font> reactions also apply up to Weakened II for 2 turns.<br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Entropy_TheVulture_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> While performing a <font color="ebc808" size="20" face="Averia Serif">Predator</font> reaction, gain +1.5% Critical Strike per percent of target's missing Vitality, up to a maximum of +50%.</p>
AMER_UI_Ascension_Entropy_TheWolf_Title	<font color='ebc808' size='30'>The Wolf</font>
AMER_UI_Ascension_Entropy_TheWolf_Desc_A	"Even famine feeds."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Entropy_TheWolf_Rewards	Requires: 1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.<br>Completion grants: 1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>, 3 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.
AMER_UI_Ascension_Entropy_TheWolf_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +3% Fire Resistance.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Constitution.<br><font color='ebc808' size='21'>2) </font>+1 Memory.<br><font color='ebc808' size='21'>3) </font>+1 Power.<br><font color='ebc808' size='21'>4) </font>+1 Wits.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Constitution.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Power.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Wits.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+4% Critical Chance.<br><font color='ebc808' size='21'>2) </font>+10% Damage.<br><font color='ebc808' size='21'>3) </font>+4% Lifesteal.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +4% Critical Chance.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +10% Damage.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +4% Lifesteal.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>When you perform All-In, Flurry, or Sucker Punch, gain the The Pawn talent for 1 turn.<br><font color='ebc808' size='21'>2) </font>When you perform All-In, Flurry, or Sucker Punch, gain the Inconspicuous talent for 1 turn.<br><font color='ebc808' size='21'>3) </font>+3% Lifesteal.<br><font color='cb9780'>  »</font> +6% Vitality restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform All-In, Flurry, or Sucker Punch, gain the The Pawn talent for 1 turn.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform All-In, Flurry, or Sucker Punch, gain the Inconspicuous talent for 1 turn.</p>
AMER_UI_Ascension_Entropy_TheWolf_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +3% Lifesteal.<br><font color='cb9780'>»</font> +6% Vitality restored from <font color="ebc808" size="20" face="Averia Serif">Voracity</font>.</p>
AMER_UI_Ascension_Force_TheArcanist_Title	<font color='ebc808' size='30'>The Arcanist</font>
AMER_UI_Ascension_Force_TheArcanist_Desc_A	"Nameless power waits beyond the stars, like a sword anticipating a worthy hand."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Force_TheArcanist_Rewards	Requires: 5 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>, 1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>Completion grants: 3 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.
AMER_UI_Ascension_Force_TheArcanist_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +10% Damage.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Finesse.<br><font color='ebc808' size='21'>2) </font>+1 Power.<br><font color='ebc808' size='21'>3) </font>+1 Strength.<br><font color='ebc808' size='21'>4) </font>+1 Wits.</p>
AMER_UI_Ascension_Force_TheArcanist_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Finesse.</p>
